***** PARAMETERS PRP *****

Number of Customers = 10
Number of Products = 5
Number of Vehicles = 2
Number of Periods = 6

B = Production capacity
	7944

b_p = Time required to produce item p
 	1	1	1	1	1

c_p = Production cost of item p
 	80	30	80	80	30

s_p = Setup cost of item p
 	800	300	800	800	300

M = Big number
	15888

U_pi = Maximum inventory upper bound of item p at site i
 	15888	236	255	173	162	235	127	273	370	89	279
	15888	79	236	366	184	172	253	270	90	66	308
	15888	167	250	132	103	252	309	129	103	151	175
	15888	109	152	360	215	255	195	125	316	132	79
	15888	241	106	355	120	115	190	99	284	61	251

I_pi0 = Initial inventory of item p at site i
 	0	35	56	121	95	105	105	94	311	51	89
	0	37	159	18	119	100	144	249	53	44	72
	0	80	77	40	85	218	189	118	57	101	155
	0	56	87	161	209	214	163	74	87	83	0
	0	138	72	40	85	110	171	90	269	50	236

h_pi = Inventory cost of item p at site i
 	8	0	0	0	0	0	0	0	0	0	0
	3	0	0	0	0	0	0	0	0	0	0
	8	0	0	0	0	0	0	0	0	0	0
	8	0	0	0	0	0	0	0	0	0	0
	3	0	0	0	0	0	0	0	0	0	0

C = Vehicle capacity
	1850

f = Fixed transportation cost
	9482

a_ik = Transportation cost for traveling from node i to node k
 	0	284	811	644	287	282	536	684	845	708	279
	284	0	829	692	229	21	448	549	745	565	37
	811	829	0	175	604	808	413	444	341	460	862
	644	692	175	0	463	672	330	424	404	448	722
	287	229	604	463	0	209	257	398	568	422	260
	282	21	808	672	209	0	427	529	725	546	57
	536	448	413	330	257	427	0	163	312	191	483
	684	549	444	424	398	529	163	0	205	29	585
	845	745	341	404	568	725	312	205	0	200	781
	708	565	460	448	422	546	191	29	200	0	601
	279	37	862	722	260	57	483	585	781	601	0

coordXY = Coordinates (x,y): line zero => x line one => y column => customers
 	145	423	80	50	296	417	348	472	420	497	423
	820	766	12	184	576	746	325	220	22	206	802

d_pit = Demand of item p at customer i in period t
 	35	33	67	40	39	69
	30	26	90	48	22	90
	28	66	15	12	41	45
	77	18	89	48	79	12
	20	39	46	100	69	78
	12	93	76	44	83	73
	34	60	72	54	68	39
	92	23	97	99	61	72
	40	11	42	12	84	79
	89	73	21	37	62	53

	37	85	18	55	21	21
	52	71	36	96	29	70
	18	97	58	84	93	89
	70	49	44	11	24	23
	89	11	40	42	26	50
	37	78	29	94	49	92
	68	95	86	66	75	15
	34	19	66	27	39	86
	44	24	15	75	29	10
	72	23	53	89	41	92

	31	49	59	31	48	33
	77	30	45	85	94	44
	40	81	96	22	69	89
	44	41	91	75	43	14
	32	91	22	73	21	63
	70	92	27	21	67	94
	95	23	28	16	30	65
	57	99	89	19	25	21
	81	20	97	30	17	57
	71	84	20	89	12	73

	56	73	54	22	75	47
	28	59	33	78	78	27
	98	63	64	65	91	51
	25	84	39	61	28	86
	75	94	45	61	48	60
	28	87	15	33	63	67
	46	28	61	85	17	13
	57	30	82	41	97	72
	83	62	39	90	91	31
	97	12	28	35	32	32

	80	58	20	51	55	25
	72	95	10	79	30	33
	40	90	52	68	85	91
	15	43	27	51	24	80
	61	33	16	36	16	68
	74	97	20	16	29	49
	90	85	21	51	20	29
	70	81	50	68	50	22
	25	11	14	28	39	67
	58	84	94	25	72	44

