***** PARAMETERS PRP *****

Number of Customers = 10
Number of Products = 5
Number of Vehicles = 2
Number of Periods = 6

B = Production capacity
	8145

b_p = Time required to produce item p
 	1	1	1	1	1

c_p = Production cost of item p
 	80	30	80	30	80

s_p = Setup cost of item p
 	800	300	800	300	800

M = Big number
	16289

U_pi = Maximum inventory upper bound of item p at site i
 	16289	260	313	258	296	192	161	165	261	263	167
	16289	175	359	140	95	224	312	246	152	149	179
	16289	221	108	203	119	235	176	187	93	178	275
	16289	272	243	140	91	199	288	198	370	133	168
	16289	146	228	211	199	191	198	167	178	131	167

I_pi0 = Initial inventory of item p at site i
 	0	185	25	39	206	172	154	134	152	220	119
	0	107	119	108	61	33	273	72	91	44	171
	0	182	94	72	98	226	73	153	78	112	45
	0	164	188	54	66	58	84	152	307	79	81
	0	122	162	195	31	46	191	97	43	104	82

h_pi = Inventory cost of item p at site i
 	8	9	5	5	7	3	6	8	6	5	2
	3	5	4	3	3	4	3	7	1	3	2
	8	1	7	2	2	7	8	9	7	9	8
	3	3	1	3	7	2	1	3	8	9	7
	8	2	4	6	5	3	6	2	6	4	1

C = Vehicle capacity
	1850

f = Fixed transportation cost
	45265

a_ik = Transportation cost for traveling from node i to node k
 	0	3865	2310	3660	1705	1480	3405	1910	575	1050	1865
	3865	0	1560	1240	3615	3855	505	2570	3550	3375	2165
	2310	1560	0	1570	2400	2550	1135	1450	2050	1970	870
	3660	1240	1570	0	3965	4115	1360	2985	3525	3510	2425
	1705	3615	2400	3965	0	355	3115	1050	1160	730	1545
	1480	3855	2550	4115	355	0	3355	1300	990	665	1725
	3405	505	1135	1360	3115	3355	0	2070	3070	2880	1670
	1910	2570	1450	2985	1050	1300	2070	0	1375	985	595
	575	3550	2050	3525	1160	990	3070	1375	0	475	1440
	1050	3375	1970	3510	730	665	2880	985	475	0	1210
	1865	2165	870	2425	1545	1725	1670	595	1440	1210	0

coordXY = Coordinates (x,y): line zero => x line one => y column => customers
 	397	148	270	395	57	104	143	86	288	196	175
	877	146	433	146	863	915	246	656	842	819	578

d_pit = Demand of item p at customer i in period t
 	59	57	69	63	46	96
	25	95	55	76	91	34
	39	31	62	30	75	72
	50	85	71	34	31	84
	81	91	21	50	89	52
	35	72	36	11	70	98
	54	35	45	35	95	65
	89	33	30	71	45	45
	21	90	38	71	64	32
	71	48	90	57	25	43

	13	38	56	91	51	13
	22	97	81	49	87	95
	54	54	74	54	16	27
	61	72	96	21	14	20
	33	31	97	39	30	39
	28	63	97	85	13	88
	72	20	83	82	61	51
	91	94	22	20	12	65
	16	28	40	34	61	44
	58	11	84	18	37	61

	44	91	15	32	44	39
	94	19	78	50	42	40
	31	41	44	93	18	17
	98	39	57	25	53	86
	58	70	98	11	88	27
	21	52	93	100	62	23
	90	63	74	80	17	50
	46	32	12	16	43	36
	74	38	66	52	79	46
	45	71	81	37	52	44

	61	24	41	38	98	64
	68	50	70	53	92	32
	54	69	72	45	97	84
	12	54	58	72	47	29
	58	23	26	70	20	42
	84	16	39	69	93	45
	88	29	35	52	40	53
	91	87	40	89	72	65
	16	63	81	72	71	97
	17	64	43	93	31	87

	75	47	81	100	66	68
	66	26	22	48	21	91
	16	81	98	97	76	54
	31	64	80	86	76	61
	46	12	65	36	50	20
	92	99	33	60	42	70
	15	71	11	85	79	73
	22	21	14	48	79	29
	20	18	66	18	71	69
	34	48	14	27	67	60

