***** PARAMETERS PRP *****

Number of Customers = 10
Number of Products = 5
Number of Vehicles = 2
Number of Periods = 6

B = Production capacity
	8114

b_p = Time required to produce item p
 	1	1	1	1	1

c_p = Production cost of item p
 	300	800	800	800	300

s_p = Setup cost of item p
 	300	800	800	800	300

M = Big number
	16228

U_pi = Maximum inventory upper bound of item p at site i
 	16228	163	216	179	239	180	115	118	144	95	323
	16228	339	223	125	125	242	301	178	211	179	92
	16228	218	283	115	112	110	82	242	304	221	342
	16228	118	283	165	101	145	107	326	153	118	302
	16228	83	172	205	208	160	280	177	187	308	278

I_pi0 = Initial inventory of item p at site i
 	0	108	141	82	138	165	95	93	114	84	235
	0	197	187	73	13	104	228	166	172	152	72
	0	53	140	62	18	84	64	137	259	182	135
	0	21	232	106	79	87	85	81	36	107	136
	0	63	100	143	60	80	115	28	159	92	53

h_pi = Inventory cost of item p at site i
 	3	7	8	6	7	6	6	4	3	2	5
	8	5	1	3	7	3	7	6	6	6	9
	8	8	2	8	5	2	2	2	4	8	3
	8	3	5	7	3	6	8	8	5	6	8
	3	4	9	3	1	9	7	1	9	2	6

C = Vehicle capacity
	1710

f = Fixed transportation cost
	11077

a_ik = Transportation cost for traveling from node i to node k
 	0	283	658	356	69	117	657	945	382	255	335
	283	0	585	136	314	353	441	768	119	196	60
	658	585	0	460	726	599	359	386	515	764	615
	356	136	460	0	404	388	314	634	67	331	157
	69	314	726	404	0	170	713	1007	423	239	360
	117	353	599	388	170	0	662	920	431	366	410
	657	441	359	314	713	662	0	339	325	633	435
	945	768	386	634	1007	920	339	0	658	963	770
	382	119	515	67	423	431	325	658	0	309	113
	255	196	764	331	239	366	633	963	309	0	203
	335	60	615	157	360	410	435	770	113	203	0

coordXY = Coordinates (x,y): line zero => x line one => y column => customers
 	400	148	394	160	393	495	50	89	99	155	89
	931	804	274	669	999	864	375	39	696	999	808

d_pit = Demand of item p at customer i in period t
 	11	29	68	97	87	34
	93	33	15	29	61	93
	82	19	26	24	76	41
	63	52	23	28	89	32
	80	85	40	55	53	47
	95	79	98	11	12	51
	93	58	85	81	17	20
	11	40	63	59	46	69
	31	53	17	78	13	92
	61	88	86	67	56	29

	36	81	80	40	98	72
	62	100	25	43	14	90
	60	13	83	43	80	96
	13	47	96	53	27	13
	53	51	63	17	92	14
	33	97	66	32	58	75
	71	31	64	21	12	68
	73	12	87	45	35	65
	89	63	64	23	60	58
	30	42	52	21	10	29

	53	80	68	40	11	75
	54	50	36	26	84	89
	62	79	79	10	45	69
	18	71	72	63	23	90
	84	35	70	47	20	75
	64	45	10	26	70	31
	27	70	40	93	59	74
	69	51	42	97	72	34
	33	86	35	28	92	58
	76	59	25	65	99	86

	21	60	27	53	30	44
	99	57	38	38	30	77
	79	27	74	14	46	89
	34	45	31	36	61	97
	14	47	26	75	54	74
	85	73	51	60	22	29
	81	68	80	82	55	25
	17	19	45	75	52	98
	63	44	85	88	14	61
	91	45	56	75	97	89

	20	43	40	26	36	84
	17	65	18	96	97	50
	60	83	33	55	57	20
	42	18	26	70	68	25
	80	82	34	24	13	87
	52	63	26	51	76	68
	28	29	10	67	42	89
	64	95	13	88	35	79
	92	15	93	40	71	59
	53	95	68	14	76	27

