***** PARAMETERS PRP *****

Number of Customers = 10
Number of Products = 5
Number of Vehicles = 2
Number of Periods = 6

B = Production capacity
	8495

b_p = Time required to produce item p
 	1	1	1	1	1

c_p = Production cost of item p
 	300	300	300	300	800

s_p = Setup cost of item p
 	300	300	300	300	800

M = Big number
	16989

U_pi = Maximum inventory upper bound of item p at site i
 	16989	310	276	205	201	153	122	246	228	139	170
	16989	180	120	210	164	187	77	146	233	146	263
	16989	285	235	309	89	313	239	261	232	138	140
	16989	321	75	324	113	178	199	147	243	113	163
	16989	124	177	189	223	249	288	208	277	202	238

I_pi0 = Initial inventory of item p at site i
 	0	190	63	187	118	83	43	245	171	60	141
	0	121	109	64	90	107	30	93	172	137	171
	0	65	94	83	49	125	167	148	132	64	90
	0	218	32	72	87	129	24	122	15	55	71
	0	122	74	160	86	206	194	39	257	175	137

h_pi = Inventory cost of item p at site i
 	3	6	3	9	5	2	1	2	9	8	5
	3	4	6	7	3	3	3	6	8	1	4
	3	7	1	5	4	1	2	2	8	9	8
	3	2	6	2	5	2	5	1	6	6	3
	8	8	9	2	8	3	5	3	7	1	6

C = Vehicle capacity
	1620

f = Fixed transportation cost
	7821

a_ik = Transportation cost for traveling from node i to node k
 	0	594	711	599	71	481	706	397	439	530	297
	594	0	132	325	528	145	368	202	433	64	334
	711	132	0	317	647	235	319	314	479	192	433
	599	325	317	0	557	237	107	302	209	319	312
	71	528	647	557	0	420	663	334	415	464	248
	481	145	235	237	420	0	315	91	294	102	199
	706	368	319	107	663	315	0	392	305	379	417
	397	202	314	302	334	91	392	0	299	141	139
	439	433	479	209	415	294	305	299	0	396	214
	530	64	192	319	464	102	379	141	396	0	276
	297	334	433	312	248	199	417	139	214	276	0

coordXY = Coordinates (x,y): line zero => x line one => y column => customers
 	455	391	313	88	471	324	25	378	106	402	319
	812	222	116	339	743	350	253	423	547	285	548

d_pit = Demand of item p at customer i in period t
 	56	48	86	95	47	40
	63	76	81	62	57	75
	88	24	75	29	20	71
	99	19	14	21	85	63
	83	98	99	100	57	21
	43	54	75	74	69	52
	72	82	91	95	77	74
	25	66	80	38	93	40
	60	50	58	42	10	58
	48	93	38	90	59	12

	47	74	89	13	63	74
	54	55	17	73	95	65
	64	87	11	29	68	56
	90	79	59	37	32	31
	45	62	41	70	80	76
	30	50	33	17	33	67
	93	49	14	38	66	31
	88	53	31	53	35	89
	72	37	28	45	85	25
	85	10	76	93	42	10

	65	32	98	83	73	77
	62	32	92	37	44	15
	83	70	100	31	36	51
	49	86	21	22	42	46
	97	28	96	82	39	33
	30	45	81	11	47	73
	21	70	57	67	80	18
	93	24	15	54	33	59
	64	37	88	91	58	75
	90	68	61	39	87	76

	49	94	75	31	95	41
	32	18	74	33	24	45
	72	16	69	93	64	75
	87	36	95	70	12	39
	55	74	94	30	91	11
	24	13	79	10	93	80
	77	45	97	87	71	64
	15	18	93	49	70	47
	55	50	21	21	11	12
	71	13	55	59	86	41

	65	41	16	66	20	39
	74	36	49	51	80	64
	80	14	66	84	36	97
	86	61	12	72	72	32
	63	71	53	19	100	68
	29	46	82	37	70	82
	39	18	62	47	77	69
	76	76	14	91	70	88
	77	98	90	63	25	51
	89	48	19	11	79	40

