***** PARAMETERS PRP *****

Number of Customers = 10
Number of Products = 5
Number of Vehicles = 2
Number of Periods = 6

B = Production capacity
	8293

b_p = Time required to produce item p
 	1	1	1	1	1

c_p = Production cost of item p
 	300	300	300	800	800

s_p = Setup cost of item p
 	300	300	300	800	800

M = Big number
	16585

U_pi = Maximum inventory upper bound of item p at site i
 	16585	89	221	201	231	137	109	101	149	210	174
	16585	126	212	273	238	97	208	141	119	265	93
	16585	274	203	263	247	307	213	274	88	229	162
	16585	231	131	99	48	273	129	291	273	212	377
	16585	97	373	139	166	233	209	149	89	156	211

I_pi0 = Initial inventory of item p at site i
 	0	25	74	17	94	137	44	16	89	121	78
	0	83	185	273	19	24	157	83	42	257	34
	0	45	148	133	180	175	34	78	30	95	149
	0	105	82	85	47	105	66	139	196	191	222
	0	85	245	16	135	197	69	15	60	121	195

h_pi = Inventory cost of item p at site i
 	3	7	5	9	8	6	6	9	3	5	8
	3	1	8	3	8	9	7	8	1	6	9
	3	7	7	2	4	3	6	5	3	4	6
	8	6	9	1	7	4	6	9	9	1	9
	8	8	5	4	9	9	2	3	3	3	7

C = Vehicle capacity
	1885

f = Fixed transportation cost
	9537

a_ik = Transportation cost for traveling from node i to node k
 	0	119	105	512	381	355	79	265	363	63	251
	119	0	123	406	499	469	93	377	439	125	136
	105	123	0	522	439	382	158	285	317	46	250
	512	406	522	0	867	865	444	777	838	530	273
	381	499	439	867	0	135	430	193	379	401	626
	355	469	382	865	135	0	421	98	249	353	604
	79	93	158	444	430	421	0	337	441	130	198
	265	377	285	777	193	98	337	0	203	258	512
	363	439	317	838	379	249	441	203	0	320	566
	63	125	46	530	401	353	130	258	320	0	260
	251	136	250	273	626	604	198	512	566	260	0

coordXY = Coordinates (x,y): line zero => x line one => y column => customers
 	298	361	401	378	72	202	272	259	450	356	389
	580	480	596	75	886	921	506	842	909	604	347

d_pit = Demand of item p at customer i in period t
 	25	86	20	58	25	54
	14	60	47	20	83	41
	17	60	46	31	37	50
	94	23	35	61	56	77
	46	91	23	53	29	31
	44	77	39	21	83	63
	16	24	70	95	50	48
	89	72	14	64	17	41
	55	66	97	20	43	34
	27	31	20	18	76	89

	66	17	58	11	65	34
	51	62	72	22	41	70
	73	91	32	77	15	40
	19	48	64	78	57	20
	24	37	27	74	98	32
	70	42	45	69	12	74
	83	71	82	34	69	84
	42	93	70	70	31	52
	79	78	100	66	51	23
	17	17	88	47	85	25

	45	11	97	11	86	79
	97	51	71	23	93	70
	52	81	49	98	52	63
	80	45	55	68	77	46
	75	100	83	83	26	93
	34	55	28	69	35	99
	78	82	16	85	85	65
	30	13	13	51	89	67
	95	91	75	51	16	16
	37	79	33	79	28	68

	48	17	40	68	65	39
	82	20	77	93	74	47
	85	29	81	36	50	15
	14	13	20	14	50	33
	84	21	42	90	89	84
	12	54	95	68	62	96
	21	58	60	63	97	50
	46	94	56	60	86	68
	93	83	15	73	80	80
	76	50	96	98	39	93

	38	47	52	14	70	70
	70	91	84	88	89	25
	16	51	39	78	59	34
	69	46	20	43	76	77
	53	55	89	44	18	20
	69	21	50	77	61	36
	15	62	89	91	95	96
	19	41	38	70	35	63
	40	81	52	23	60	56
	81	51	63	90	11	20

