***** PARAMETERS PRP *****

Number of Customers = 10
Number of Products = 5
Number of Vehicles = 2
Number of Periods = 6

B = Production capacity
	8600

b_p = Time required to produce item p
 	1	1	1	1	1

c_p = Production cost of item p
 	80	30	80	30	30

s_p = Setup cost of item p
 	800	300	800	300	300

M = Big number
	17199

U_pi = Maximum inventory upper bound of item p at site i
 	17199	183	313	235	206	113	349	307	253	198	256
	17199	234	92	245	248	194	291	181	236	227	253
	17199	320	100	259	347	220	84	297	259	184	195
	17199	123	160	79	244	183	257	191	131	122	135
	17199	111	119	183	163	126	129	200	128	325	192

I_pi0 = Initial inventory of item p at site i
 	0	100	293	152	173	40	85	157	37	121	110
	0	13	85	180	153	87	239	31	179	49	74
	0	126	51	181	170	120	46	252	71	27	106
	0	36	115	69	121	161	141	131	83	45	98
	0	89	98	157	90	119	23	195	41	128	190

h_pi = Inventory cost of item p at site i
 	8	0	0	0	0	0	0	0	0	0	0
	3	0	0	0	0	0	0	0	0	0	0
	8	0	0	0	0	0	0	0	0	0	0
	3	0	0	0	0	0	0	0	0	0	0
	3	0	0	0	0	0	0	0	0	0	0

C = Vehicle capacity
	1745

f = Fixed transportation cost
	10395

a_ik = Transportation cost for traveling from node i to node k
 	0	810	445	585	68	134	97	456	816	665	623
	810	0	516	231	825	930	895	388	162	378	268
	445	516	0	310	496	579	542	384	448	232	255
	585	231	310	0	605	709	673	213	249	268	128
	68	825	496	605	0	106	74	456	844	708	655
	134	930	579	709	106	0	38	561	945	798	754
	97	895	542	673	74	38	0	529	908	761	717
	456	388	384	213	456	561	529	0	456	451	326
	816	162	448	249	844	945	908	456	0	257	201
	665	378	232	268	708	798	761	451	257	0	142
	623	268	255	128	655	754	717	326	201	142	0

coordXY = Coordinates (x,y): line zero => x line one => y column => customers
 	240	116	439	190	176	195	204	56	277	453	312
	176	976	574	758	154	50	86	593	991	805	794

d_pit = Demand of item p at customer i in period t
 	100	97	69	28	20	52
	60	91	51	91	25	57
	78	11	63	89	12	99
	76	97	65	11	63	99
	40	80	10	69	51	89
	85	28	77	56	83	90
	59	98	19	80	72	40
	37	96	16	71	60	23
	66	55	82	75	37	81
	99	11	51	99	89	35

	13	73	69	78	91	27
	85	39	14	53	60	26
	99	81	71	93	85	60
	80	17	56	13	48	84
	87	92	40	40	46	82
	17	56	86	80	65	45
	31	39	80	73	11	37
	50	45	35	49	83	92
	49	81	23	32	80	76
	74	36	57	39	44	54

	61	10	55	91	75	92
	51	76	13	68	72	21
	72	59	50	89	10	31
	81	89	56	78	48	64
	31	41	48	76	13	55
	46	77	55	12	24	37
	89	63	100	55	41	98
	71	36	28	94	91	68
	27	13	24	30	97	30
	50	23	33	54	62	70

	36	92	25	95	53	67
	63	52	47	75	11	71
	43	26	23	45	10	90
	46	75	66	75	93	11
	12	79	70	80	85	39
	42	99	45	79	41	80
	50	81	69	90	16	76
	37	17	29	43	40	31
	45	92	79	14	49	86
	98	48	76	51	88	45

	89	34	31	80	85	13
	98	24	21	79	47	89
	39	83	19	16	79	39
	18	72	46	27	31	50
	81	38	66	52	61	79
	23	36	86	24	48	41
	96	61	38	96	45	64
	41	90	68	53	73	58
	97	31	87	38	89	48
	85	12	93	45	48	100

