***** PARAMETERS PRP *****

Number of Customers = 10
Number of Products = 5
Number of Vehicles = 2
Number of Periods = 6

B = Production capacity
	8314

b_p = Time required to produce item p
 	1	1	1	1	1

c_p = Production cost of item p
 	300	800	300	800	800

s_p = Setup cost of item p
 	300	800	300	800	800

M = Big number
	16628

U_pi = Maximum inventory upper bound of item p at site i
 	16628	162	102	213	89	243	281	177	86	179	238
	16628	200	147	100	278	122	172	127	257	149	74
	16628	188	131	213	171	97	187	238	260	266	95
	16628	110	301	177	247	197	201	175	366	220	65
	16628	196	211	166	185	201	141	188	135	251	136

I_pi0 = Initial inventory of item p at site i
 	0	106	102	188	86	46	168	95	66	142	230
	0	185	92	92	77	21	40	97	201	97	22
	0	47	92	81	157	34	126	11	169	212	17
	0	57	56	146	67	155	140	41	183	191	60
	0	112	129	88	167	111	92	168	90	28	40

h_pi = Inventory cost of item p at site i
 	3	5	7	3	8	8	3	8	7	9	8
	8	5	7	4	9	3	5	8	5	3	9
	3	9	5	1	6	5	1	8	6	7	2
	8	2	8	7	8	9	1	6	7	1	5
	8	8	7	8	1	9	7	4	7	5	1

C = Vehicle capacity
	1830

f = Fixed transportation cost
	9405

a_ik = Transportation cost for traveling from node i to node k
 	0	333	424	528	502	231	570	252	338	407	220
	333	0	754	855	820	564	840	176	668	681	124
	424	754	0	108	122	206	319	633	171	252	644
	528	855	108	0	82	313	293	728	266	285	748
	502	820	122	82	0	308	215	682	292	209	718
	231	564	206	313	308	0	444	466	118	306	448
	570	840	319	293	215	444	0	677	473	164	762
	252	176	633	728	682	466	677	0	581	523	170
	338	668	171	266	292	118	473	581	0	365	548
	407	681	252	285	209	306	164	523	365	0	599
	220	124	644	748	718	448	762	170	548	599	0

coordXY = Coordinates (x,y): line zero => x line one => y column => customers
 	106	141	142	178	248	74	460	258	4	368	90
	655	986	233	132	174	427	209	855	333	344	874

d_pit = Demand of item p at customer i in period t
 	13	93	95	35	64	23
	30	21	51	48	69	86
	64	45	79	91	59	87
	86	35	22	27	86	10
	46	87	46	53	14	45
	31	40	97	39	63	67
	95	85	95	86	88	83
	25	41	28	45	98	21
	93	34	15	98	24	93
	84	72	74	24	24	79

	97	88	75	69	43	27
	92	91	43	31	19	18
	75	17	77	71	47	12
	77	37	16	100	53	51
	21	56	65	89	52	84
	40	90	39	92	53	29
	43	27	27	84	36	36
	56	77	68	97	15	73
	97	75	78	36	79	83
	22	54	82	30	19	15

	47	73	79	44	55	78
	92	47	76	78	25	74
	37	44	88	37	38	75
	88	16	53	58	36	90
	34	85	18	45	27	81
	28	98	25	19	60	51
	11	67	86	27	76	19
	53	31	61	24	44	99
	52	82	78	90	24	73
	17	86	60	20	55	48

	57	84	23	51	91	23
	56	36	82	18	100	69
	14	40	44	48	49	71
	67	28	31	93	23	54
	83	72	56	15	17	52
	92	48	57	64	91	50
	41	50	77	46	82	53
	80	90	13	98	67	91
	47	72	72	32	72	35
	60	59	12	30	14	20

	56	56	92	76	99	12
	95	34	88	93	63	49
	88	82	44	21	33	63
	81	54	32	35	50	25
	68	18	25	44	66	81
	92	98	96	12	87	38
	54	83	31	35	11	11
	75	15	79	71	11	18
	28	78	64	91	44	71
	29	11	78	38	55	61

