***** PARAMETERS PRP *****

Number of Customers = 20
Number of Products = 8
Number of Vehicles = 5
Number of Periods = 12

B = Production capacity
	26347

b_p = Time required to produce item p
 	1	1	1	1	1	1	1	1

c_p = Production cost of item p
 	80	80	80	80	80	80	80	30

s_p = Setup cost of item p
 	800	800	800	800	800	800	800	300

M = Big number
	105389

U_pi = Maximum inventory upper bound of item p at site i
 	105389	222	189	315	153	199	208	223	202	198	143	313	278	235	219	260	99	244	155	192	138
	105389	152	213	171	214	211	95	104	265	200	252	218	259	257	155	217	98	209	108	173	134
	105389	128	117	217	285	255	258	242	154	234	115	165	209	229	183	275	135	174	117	170	302
	105389	145	323	112	93	105	170	171	124	215	170	282	156	180	181	203	180	183	232	106	152
	105389	90	255	152	197	153	160	272	100	280	293	244	208	266	318	159	112	112	272	133	103
	105389	266	242	230	310	265	219	203	172	90	201	239	143	191	249	270	193	117	207	122	99
	105389	218	196	248	179	165	137	171	92	104	300	123	173	136	141	192	296	273	162	135	220
	105389	213	152	110	188	109	399	195	127	303	176	291	288	143	275	218	195	274	113	167	213

I_pi0 = Initial inventory of item p at site i
 	0	196	137	72	12	47	142	33	15	17	130	198	163	145	130	202	33	73	104	48	82
	0	75	17	104	165	178	17	70	225	125	102	20	66	183	121	68	28	68	58	126	19
	0	126	91	77	49	152	187	219	96	86	84	148	201	127	118	131	88	169	104	146	84
	0	33	191	101	15	95	135	127	94	16	154	213	144	155	147	116	24	82	12	100	64
	0	60	118	110	67	67	102	133	27	140	21	21	126	93	129	30	69	71	33	125	65
	0	98	46	117	135	157	187	177	105	61	97	107	118	100	197	20	190	61	67	48	37
	0	87	188	15	125	72	91	168	85	86	88	115	49	32	111	110	285	123	81	82	100
	0	206	119	36	116	39	181	158	95	190	153	201	20	111	231	127	36	65	21	146	205

h_pi = Inventory cost of item p at site i
 	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

C = Vehicle capacity
	3192

f = Fixed transportation cost
	20160

a_ik = Transportation cost for traveling from node i to node k
 	0	66	428	172	612	361	365	564	103	197	315	243	473	288	243	660	25	333	374	238	359
	66	0	488	210	657	385	371	614	97	217	369	291	519	291	193	724	70	380	363	265	366
	428	488	0	456	278	601	671	202	439	356	142	227	189	619	668	250	419	455	725	520	662
	172	210	456	0	694	196	226	632	274	350	388	346	560	165	276	647	194	175	270	76	218
	612	657	278	694	0	861	918	79	577	457	307	369	139	857	850	370	594	725	960	765	910
	361	385	601	196	861	0	104	793	463	545	562	532	733	133	363	746	386	163	195	123	97
	365	371	671	226	918	104	0	854	461	560	613	571	785	80	299	834	390	258	92	154	10
	564	614	202	632	79	793	854	0	540	427	251	323	107	796	805	306	548	653	900	701	846
	103	97	439	274	577	463	461	540	0	125	307	222	441	381	281	684	81	431	459	341	455
	197	217	356	350	457	545	560	427	125	0	215	130	324	483	406	606	173	479	570	424	553
	315	369	142	388	307	562	613	251	307	215	0	87	172	550	557	392	301	440	653	460	605
	243	291	227	346	369	532	571	323	222	130	87	0	230	502	483	477	226	431	600	421	563
	473	519	189	560	139	733	785	107	441	324	172	230	0	721	711	373	455	605	823	632	777
	288	291	619	165	857	133	80	796	381	483	550	502	721	0	232	799	312	248	107	104	76
	243	193	668	276	850	363	299	805	281	406	557	483	711	232	0	891	258	437	246	280	299
	660	724	250	647	370	746	834	306	684	606	392	477	373	799	891	0	654	584	904	695	825
	25	70	419	194	594	386	390	548	81	173	301	226	455	312	258	654	0	352	398	263	384
	333	380	455	175	725	163	258	653	431	479	440	431	605	248	437	584	352	0	340	159	249
	374	363	725	270	960	195	92	900	459	570	653	600	823	107	246	904	398	340	0	210	98
	238	265	520	76	765	123	154	701	341	424	460	421	632	104	280	695	263	159	210	0	145
	359	366	662	218	910	97	10	846	455	553	605	563	777	76	299	825	384	249	98	145	0

coordXY = Coordinates (x,y): line zero => x line one => y column => customers
 	142	98	266	307	71	467	412	136	44	19	161	114	87	343	114	440	123	474	349	357	412
	313	264	722	268	920	156	68	876	344	466	627	554	782	108	72	901	329	318	2	211	77

d_pit = Demand of item p at customer i in period t
 	12	97	87	28	100	36	58	57	50	23	70	48
	92	45	59	68	51	45	71	10	13	37	38	37
	59	13	97	36	98	52	90	97	86	49	27	53
	12	53	61	87	93	39	64	95	41	12	13	43
	47	56	14	58	78	43	24	83	55	20	20	98
	59	83	56	33	65	87	42	62	52	46	11	28
	20	13	49	69	33	15	23	36	71	96	48	62
	15	83	73	36	74	38	77	30	61	81	13	26
	17	69	46	32	12	19	38	96	80	75	51	59
	18	93	19	49	58	69	21	77	47	33	44	45
	49	18	68	63	47	40	88	58	93	74	91	61
	48	49	19	47	92	86	66	29	52	76	87	16
	80	18	47	89	20	55	65	17	64	15	12	83
	33	60	37	45	74	83	63	14	78	12	64	95
	56	54	92	35	44	65	41	24	38	29	72	75
	33	19	90	59	37	33	57	82	10	77	59	40
	21	27	25	95	27	65	46	61	70	40	98	10
	68	36	13	29	98	79	94	94	11	42	21	35
	48	80	58	91	41	58	83	85	51	50	38	86
	82	60	46	63	83	84	100	27	69	95	76	41

	75	79	45	30	25	43	33	47	63	60	63	45
	17	47	75	93	45	72	18	51	78	64	13	67
	39	65	87	37	34	35	62	56	91	31	59	86
	88	58	19	42	44	45	30	35	73	45	12	22
	91	87	47	76	73	93	80	86	35	33	52	89
	17	89	44	18	98	25	34	34	71	21	50	68
	70	37	91	37	31	11	51	69	63	42	98	25
	47	46	84	48	60	20	50	25	84	82	19	72
	37	88	35	23	81	32	46	13	44	15	41	24
	41	61	93	78	20	95	30	43	70	21	18	35
	20	62	95	96	22	46	72	23	33	41	87	56
	66	97	99	88	43	11	97	15	66	57	91	48
	95	88	75	91	48	30	49	18	56	52	86	84
	53	51	17	87	68	22	76	31	57	73	12	73
	68	23	70	53	27	33	21	41	41	27	74	42
	28	86	19	53	79	77	17	45	42	51	54	38
	35	33	41	72	84	92	23	18	76	42	85	25
	58	14	50	12	68	49	92	69	73	53	56	56
	43	47	36	18	78	31	99	89	86	54	33	77
	19	96	32	81	46	17	62	47	63	32	14	27

	71	55	66	69	78	47	25	49	63	78	73	95
	91	82	31	87	13	83	82	97	72	36	11	15
	63	14	34	58	18	79	86	59	61	71	10	98
	49	63	91	70	15	75	32	80	24	47	57	81
	88	31	20	13	55	87	82	32	58	39	34	72
	20	84	20	63	70	24	70	13	49	65	42	99
	55	66	98	62	34	96	20	96	44	75	31	49
	96	73	75	74	33	74	95	87	93	86	48	87
	86	57	53	46	77	98	75	17	90	17	67	20
	84	53	72	29	46	54	65	52	39	94	11	89
	28	29	91	17	18	76	84	36	98	73	67	44
	60	71	70	27	68	27	62	86	94	17	31	13
	76	51	82	46	31	87	65	64	26	89	58	12
	80	38	28	94	67	18	99	84	43	92	63	27
	31	100	91	18	30	10	98	79	55	15	39	95
	48	40	100	80	58	90	77	74	43	14	99	86
	19	87	63	29	46	25	20	77	10	21	84	40
	11	93	79	29	75	23	96	92	80	56	39	29
	63	83	94	60	30	10	14	35	69	68	57	96
	34	50	77	84	24	77	35	95	79	63	58	49

	33	41	22	30	62	71	77	76	36	30	39	62
	89	16	86	18	98	47	100	11	85	86	93	46
	22	79	85	11	89	70	21	76	85	51	67	15
	15	48	11	54	25	51	43	98	33	48	87	45
	95	55	63	70	42	36	28	54	18	30	85	56
	56	79	38	12	52	33	56	42	22	12	41	66
	54	73	64	87	42	32	30	54	65	21	91	69
	94	65	73	41	77	13	75	72	90	89	18	39
	16	56	40	51	51	23	54	21	72	38	62	32
	11	72	71	16	51	89	38	50	19	80	91	93
	50	89	74	71	77	89	28	59	35	22	62	20
	70	74	19	88	17	40	22	42	99	18	72	61
	84	71	17	86	74	50	59	67	48	45	71	46
	100	47	97	64	64	83	42	66	93	14	40	15
	73	43	95	20	42	48	90	91	75	87	67	81
	24	75	92	42	42	66	33	75	76	99	31	66
	82	66	38	41	68	38	74	78	64	61	28	92
	12	15	75	39	82	58	25	51	73	30	32	64
	29	71	29	82	46	36	79	58	51	21	91	43
	64	23	23	83	23	10	71	65	65	70	43	68

	60	33	50	62	20	38	58	13	32	74	22	80
	35	83	73	88	86	62	73	50	18	59	46	93
	83	27	97	84	54	53	89	65	85	86	88	100
	67	72	48	29	41	16	32	65	29	68	43	80
	20	47	33	31	57	14	64	98	14	90	97	46
	24	78	65	64	66	59	80	58	15	18	53	60
	59	74	60	31	53	65	39	42	57	11	89	73
	27	21	21	74	47	30	70	28	82	51	91	60
	95	45	15	10	24	43	69	59	86	95	35	97
	21	64	66	23	29	73	94	88	33	85	70	58
	21	91	21	24	21	34	93	18	26	81	93	63
	36	78	12	36	36	38	45	20	37	19	45	97
	93	97	34	75	13	76	68	65	65	86	76	49
	50	79	93	99	56	51	98	47	44	48	73	24
