***** PARAMETERS PRP *****

Number of Customers = 10
Number of Products = 5
Number of Vehicles = 2
Number of Periods = 6

B = Production capacity
	8272

b_p = Time required to produce item p
 	1	1	1	1	1

c_p = Production cost of item p
 	80	80	80	30	80

s_p = Setup cost of item p
 	800	800	800	300	800

M = Big number
	16544

U_pi = Maximum inventory upper bound of item p at site i
 	16544	165	112	136	212	104	172	106	237	174	218
	16544	257	206	87	160	133	217	122	205	172	124
	16544	119	116	301	182	126	347	135	117	103	112
	16544	204	193	136	235	255	264	168	163	151	85
	16544	225	209	295	222	315	102	199	217	150	192

I_pi0 = Initial inventory of item p at site i
 	0	116	14	106	126	59	112	51	224	135	131
	0	51	18	46	117	27	154	63	35	37	98
	0	11	65	246	127	121	272	95	40	38	95
	0	90	132	76	96	243	175	117	98	16	54
	0	136	78	140	160	156	20	97	112	128	176

h_pi = Inventory cost of item p at site i
 	8	6	7	6	4	2	1	6	4	8	1
	8	1	9	4	3	8	7	9	2	4	5
	8	3	1	6	2	2	8	7	1	4	3
	3	4	2	9	4	2	6	5	8	3	5
	8	8	7	8	6	5	1	1	9	8	5

C = Vehicle capacity
	1735

f = Fixed transportation cost
	10901

a_ik = Transportation cost for traveling from node i to node k
 	0	983	664	875	991	542	402	810	509	612	456
	983	0	481	307	251	447	606	204	509	394	557
	664	481	0	237	364	344	450	282	435	184	439
	875	307	237	0	128	433	584	174	527	282	553
	991	251	364	128	0	516	675	218	604	384	638
	542	447	344	433	516	0	164	303	96	168	123
	402	606	450	584	675	164	0	466	108	305	55
	810	204	282	174	218	303	466	0	388	201	425
	509	509	435	527	604	96	108	388	0	263	54
	612	394	184	282	384	168	305	201	263	0	279
	456	557	439	553	638	123	55	425	54	279	0

coordXY = Coordinates (x,y): line zero => x line one => y column => customers
 	113	240	476	486	484	133	55	313	45	295	50
	991	17	436	200	73	450	594	207	487	407	540

d_pit = Demand of item p at customer i in period t
 	43	34	39	100	36	77
	14	29	18	28	89	46
	11	21	74	18	15	65
	60	24	42	87	67	38
	59	56	72	17	67	40
	81	31	67	84	13	67
	51	97	36	14	75	45
	58	74	66	26	68	64
	45	90	11	30	87	85
	94	37	31	97	80	97

	51	94	58	33	53	96
	18	45	42	46	15	81
	46	62	28	44	39	43
	72	31	14	91	30	82
	27	39	15	35	62	21
	17	87	50	91	22	59
	42	21	49	37	52	42
	21	14	66	91	24	92
	37	84	19	70	31	17
	84	14	74	13	91	96

	11	51	34	19	12	16
	65	82	56	99	35	12
	86	30	59	71	33	82
	83	44	73	25	67	71
	92	29	48	69	40	99
	63	59	83	67	80	64
	95	70	39	24	81	97
	40	95	86	34	35	60
	38	10	77	83	29	72
	95	29	40	65	48	60

	90	93	65	17	45	97
	43	89	55	17	91	90
	76	25	27	56	24	64
	96	59	76	68	90	80
	83	64	34	62	73	66
	14	84	77	93	37	12
	82	35	15	35	92	77
	64	34	97	44	11	76
	16	55	13	72	70	75
	19	35	91	65	31	15

	26	45	65	90	74	37
	57	21	64	91	26	54
	17	44	79	77	77	60
	52	15	93	87	16	70
	81	75	81	88	65	82
	20	67	19	81	25	93
	21	76	71	51	81	98
	78	34	55	47	69	42
	88	40	90	41	94	97
	39	60	13	64	12	100

